staff_id,hospital_id,name,registration_number,qualifications,phone,email,experience_years,role_type
8de00233-fd70-430c-a4fc-9d839de5db61,e0f72d54-9e20-4745-ad4e-10c19845d116,DR. RAVINDRA NATH,REG_PAJCE68B,MBBS,9780975701,,6.5,PAEDIATRICIAN
41471017-1953-48df-b0d0-de46d6ab5d57,e0f72d54-9e20-4745-ad4e-10c19845d116,DR. KIRAN DEVI,REG_Y71LYKRK,MBBS,9703579757,,5.7,ANAESTHETIST
e60f0c67-3863-4efd-8a8b-bd480f023ed3,e0f72d54-9e20-4745-ad4e-10c19845d116,DR. HEMANT KUMAR,REG_1ABWIC2W,MBBS DNB,9571458713,,11.6,PAEDIATRICIAN
5f6ef72b-861d-4c79-9b22-bfe037a12cd5,e0f72d54-9e20-4745-ad4e-10c19845d116,DR. ARVIND KUMAR,REG_N70JW496,MBBS MS,9878200115,,4.6,ANAESTHETIST
f65edaa5-bf91-4734-9c9b-39b070d33423,e0f72d54-9e20-4745-ad4e-10c19845d116,DR. GULABO DEVI,REG_UCV3IDDM,MBBS DA,9489747768,,18.8,GYNAECOLOGIST
3b806034-05f3-4077-8adc-dcc26d40bc35,e0f72d54-9e20-4745-ad4e-10c19845d116,DR. RADHA DEVI,REG_6K2YCH3Z,MBBS MS MCh,7011398225,,6.6,RADIOLOGIST
48818010-b644-4464-9671-b50f9f473f94,e0f72d54-9e20-4745-ad4e-10c19845d116,DR. SANJAY KUMAR,REG_Q6QAEGVV,MBBS DNB,7875494479,,9.4,GYNAECOLOGIST
b3a2b891-51d0-45c6-81bc-205e113e0aa9,e0f72d54-9e20-4745-ad4e-10c19845d116,DR. SANTOSHI DEVI,REG_32K6PPZO,MBBS MD DM,9586411604,,32.3,RADIOLOGIST
fc9ac9f4-09d7-4475-ae4b-2abd577be447,b64abb23-82b5-4b72-88ae-dc6ecd7225bf,DR. RANI DEVI,REG_HBST9YN8,MBBS MD,9437276076,,25.4,PAEDIATRICIAN
a77030c1-452a-43ae-85f5-84687a9426eb,b64abb23-82b5-4b72-88ae-dc6ecd7225bf,DR. SAVITRI DEVI,REG_6WAUU2S9,MBBS MD,7827697316,,29.8,GYNAECOLOGIST
0bda35c8-ea83-4022-92b3-03d3c8fca0f8,b64abb23-82b5-4b72-88ae-dc6ecd7225bf,DR. NIRMALA DEVI,REG_6YQDMYOG,MBBS,7711137171,,12.6,ANAESTHETIST
d4ebf816-6a02-4e58-87e1-915b2aa22b01,0f2d4ec6-9c01-4b87-9930-0670cbc2cc1c,DR. GEETA DEVI,REG_AZL0Y6IR,MBBS MD DM,9571455849,,10.8,ANAESTHETIST
98d058b7-6966-4db8-9784-75186cf46144,0f2d4ec6-9c01-4b87-9930-0670cbc2cc1c,DR. MANJU DEVI,REG_IUCGMPDK,MBBS,8003984811,,22.6,SURGEON
2064d57b-4c47-4636-a8fe-efb3b895b02e,0f2d4ec6-9c01-4b87-9930-0670cbc2cc1c,DR. RAMESH CHANDRA,REG_OVP8DOOK,MBBS DA,7848199736,,16.4,GYNAECOLOGIST
13f04299-db50-46be-b047-c5344ef3112f,0f2d4ec6-9c01-4b87-9930-0670cbc2cc1c,DR. LAXMI DEVI,REG_53M7N0UV,MBBS MS MCh,7928191325,,3.3,PRIMARY_CLINICIAN
d9223a3f-64ff-4a01-a5d8-257831bf9ee8,d3d7f8a4-1799-47d3-9d57-2e392c987e85,DR. KUSUM DEVI,REG_19IK2HJP,MBBS MS,9752847679,,19.5,ANAESTHETIST
e011909a-288c-4327-9192-e4f47dd1efd9,d3d7f8a4-1799-47d3-9d57-2e392c987e85,DR. CHAMELI DEVI,REG_ZAGZ1S2V,MBBS MS,8155391982,,24.4,RADIOLOGIST
39599b36-2833-48c1-a222-de55e16285c6,d3d7f8a4-1799-47d3-9d57-2e392c987e85,DR. SHEELA DEVI,REG_XFJRB38L,MBBS DA,9851007507,,19.2,RADIOLOGIST
8425f01f-f1eb-4bb5-9bca-6c8da4b60983,d3d7f8a4-1799-47d3-9d57-2e392c987e85,DR. MANOJ KUMAR DUBEY,REG_K06ZITWS,MBBS MD DM,9457092017,,13.0,PRIMARY_CLINICIAN
45673284-277e-41db-89c0-74ed1bb63bf6,d3d7f8a4-1799-47d3-9d57-2e392c987e85,DR. BABLU KUMAR,REG_JNDR99XQ,MBBS MD DM,9546322793,,17.3,GYNAECOLOGIST
05ab9943-e8c2-46b4-9d18-9b477d627905,d3d7f8a4-1799-47d3-9d57-2e392c987e85,DR. KUSUM DEVI,REG_2GXHL3YB,MBBS,7030240521,,16.2,PRIMARY_CLINICIAN
bff209fa-e15a-4231-a337-41be6c966e42,d05c8016-35c4-4f07-bafe-6ac618c401e7,DR. PUSHPA DEVI,REG_YBLIY6WT,MBBS MD,9786090241,,23.2,RADIOLOGIST
2a6007e5-c8f4-4de0-a030-61ed22496c8f,d05c8016-35c4-4f07-bafe-6ac618c401e7,DR. MUNNI DEVI,REG_83T7SZ3J,MBBS DA,8172129875,,21.0,GYNAECOLOGIST
9bf298f4-ba0f-4ac2-a7ef-42ef55a1cc31,d05c8016-35c4-4f07-bafe-6ac618c401e7,DR. RAVI SHANKAR,REG_9ZRMTF0P,MBBS,8174671771,,21.0,PRIMARY_CLINICIAN
19f0d198-789e-4f50-bac4-6a56b10b7e01,caf48ebb-7ba5-4b1c-a025-ae041895778e,DR. HEMANT KUMAR,REG_Q6VV1FIX,MBBS MD,7907575396,,1.8,ANAESTHETIST
e2dba7b2-d91b-4147-90a3-4371339b2365,caf48ebb-7ba5-4b1c-a025-ae041895778e,DR. SARASWATI DEVI,REG_LJQJ82JP,MBBS MD DM,7050882592,,23.4,GYNAECOLOGIST
1883b49e-d934-49d7-92d1-d463a501864f,caf48ebb-7ba5-4b1c-a025-ae041895778e,DR. KIRAN DEVI,REG_JH5D3A45,MBBS MS,7921878042,,6.1,RADIOLOGIST
ffe89afb-b79a-44f2-b1a7-5eb23016beb8,caf48ebb-7ba5-4b1c-a025-ae041895778e,DR. PUSHPA DEVI,REG_T9EV8AIJ,MBBS DA,7954621670,,16.5,GYNAECOLOGIST
42499af3-3cce-455d-ab79-d5985ff7beaf,24db8f70-0798-46f8-a59d-9bf812a2a450,DR. HARI OM,REG_DU5JGFO8,MBBS DA,7092488097,,24.2,PRIMARY_CLINICIAN
69b2aa40-bd33-40eb-a9d5-0403c2df5bed,24db8f70-0798-46f8-a59d-9bf812a2a450,DR. SAROJ DEVI,REG_FLURMUJJ,MBBS MD DM,7689898700,,15.2,GYNAECOLOGIST
2f740202-f15d-4316-b1e5-4c4b8373850f,24db8f70-0798-46f8-a59d-9bf812a2a450,DR. PAPPU YADAV,REG_QB8GEWHD,MBBS DNB,8116989437,,34.5,RADIOLOGIST
5a8cb947-9593-4845-b0d4-062f9b25ea02,24db8f70-0798-46f8-a59d-9bf812a2a450,DR. SHIV KUMAR YADAV,REG_7ARW6O4K,MBBS DNB,7086275263,,7.7,GYNAECOLOGIST
bf8e3ee2-3ee0-4e35-bdb9-4f80c4ca4576,24db8f70-0798-46f8-a59d-9bf812a2a450,DR. SAVITRI DEVI,REG_XPO02D9M,MBBS MD,7872901065,,33.2,PAEDIATRICIAN
c47700fa-effe-4515-9d94-03f7a3235436,65e9cae5-1bb5-47e7-8469-3b64297e5819,DR. SUMITRA DEVI,REG_1DUXLXIJ,MBBS MD DM,9535601871,,33.7,RADIOLOGIST
6355a2c6-da52-49e9-b622-65705ae5a77e,65e9cae5-1bb5-47e7-8469-3b64297e5819,DR. DINESH KUMAR,REG_1G55Y2OB,MBBS MS MCh,8124054540,,25.8,ANAESTHETIST
014777f2-44f2-4d10-adc7-b6f1c7db56e9,15176ead-9e35-46f3-b718-1ee80ed8d1ac,DR. RAVINDRA NATH,REG_W9YDRSMC,MBBS DA,9842735062,,14.0,SURGEON
8b864fde-75c3-467f-b303-d0ed9dd6e1a0,15176ead-9e35-46f3-b718-1ee80ed8d1ac,DR. LEELA DEVI,REG_Y9YJLNVH,MBBS MD DM,9833624405,,7.0,PRIMARY_CLINICIAN
c69f9893-1792-4108-b146-41799f8922b9,304abb1b-8927-402c-bb21-99af928a56d2,DR. SANJAY KUMAR SINGH,REG_4DWMJSQW,MBBS DA,9869289563,,29.2,PAEDIATRICIAN
bbf36fce-6d9c-43d0-a759-1140c895e613,304abb1b-8927-402c-bb21-99af928a56d2,DR. GEETA DEVI,REG_FXFSCHUV,MBBS MS,9883408087,,12.6,PRIMARY_CLINICIAN
f65e8a63-e74e-490b-8001-72f969b6d2ec,304abb1b-8927-402c-bb21-99af928a56d2,DR. UMESH KUMAR,REG_WOL076S0,MBBS DA,8106517811,,34.8,GYNAECOLOGIST
633c0a6e-4485-4643-9ddd-8e0683094b78,304abb1b-8927-402c-bb21-99af928a56d2,DR. ROHIT KUMAR YADAV,REG_3QHWEC7G,MBBS DA,9743106679,,3.6,GYNAECOLOGIST
e896d72d-b601-428f-a948-561076ae099f,304abb1b-8927-402c-bb21-99af928a56d2,DR. SANJAY KUMAR,REG_S426V33R,MBBS DA,7943135624,,25.0,ANAESTHETIST
9dca900a-a6c1-4e71-b86c-cbdf2d1579ed,304abb1b-8927-402c-bb21-99af928a56d2,DR. SEEMA DEVI,REG_ZRND9165,MBBS,7831648598,,28.5,PAEDIATRICIAN
4c62737a-9a0c-4176-88b9-0c926da4bc95,41daf0d0-d3ba-4bf0-a9d2-8cbaabf6d384,DR. JAGDISH PRASAD MAURYA,REG_M03JV5XG,MBBS MD,7741748461,,23.9,ANAESTHETIST
3029d7ad-bd24-4f5b-9d67-cd9a41d2d2f2,41daf0d0-d3ba-4bf0-a9d2-8cbaabf6d384,DR. MANOJ KUMAR PATEL,REG_0VD6DPYZ,MBBS MD,7562212647,,27.5,SURGEON
ccb6fbda-24fa-4dff-a134-bca615f74ad7,eff8c7f7-6b7a-4d39-aada-88ac58e6c863,DR. SURESH KUMAR,REG_P7FWKHFF,MBBS DNB,9616247001,,10.1,PRIMARY_CLINICIAN
2e00544f-2536-4acd-b857-f96fdd4913cc,eff8c7f7-6b7a-4d39-aada-88ac58e6c863,DR. GUDDU KUMAR,REG_S7LNSGY8,MBBS DNB,9868809952,,2.5,PRIMARY_CLINICIAN
80b04dda-a7c3-446d-88f9-1871d660a744,76f0688b-0b6e-428c-9661-228e6786d89d,DR. LAXMI DEVI,REG_A3G01L00,MBBS MD DM,7656998673,,16.4,ANAESTHETIST
c782076e-57d1-49cf-aef5-1589d508041d,76f0688b-0b6e-428c-9661-228e6786d89d,DR. SANTOSHI DEVI,REG_KRNVUQFU,MBBS MD,7867131596,,13.5,PRIMARY_CLINICIAN
b130fd7f-d3d7-4bde-978d-8e42afa86f27,76f0688b-0b6e-428c-9661-228e6786d89d,DR. LAKHAN LAL,REG_TX7HQSVX,MBBS MS MCh,7713137184,,10.9,GYNAECOLOGIST
11ef2c32-6b89-49fc-838d-a7779300c54d,76f0688b-0b6e-428c-9661-228e6786d89d,DR. PRADEEP KUMAR,REG_AKZAO1MB,MBBS MS MCh,9466517394,,31.7,GYNAECOLOGIST
d424d51b-f7cd-4230-b547-c6c652eb46e2,0bbf506d-973a-42f6-896f-270c78cdb37e,DR. HEMANT KUMAR,REG_0O70ITLM,MBBS DNB,9769115275,,7.1,PRIMARY_CLINICIAN
91e38de3-d531-4291-9e55-9c2abefcb4de,0bbf506d-973a-42f6-896f-270c78cdb37e,DR. PREM SHANKAR PASI,REG_99Q1HCIX,MBBS MD DM,7790981887,,14.5,PAEDIATRICIAN
2475f8a5-c3f0-4eaa-8873-a12ebb64f916,0bbf506d-973a-42f6-896f-270c78cdb37e,DR. SANTOSH KUMAR PANDEY,REG_UO6YR8BC,MBBS DNB,9852169208,,1.2,SURGEON
26204181-a087-47b4-baf0-e8534f4da9a1,0bbf506d-973a-42f6-896f-270c78cdb37e,DR. SAVITRI DEVI,REG_09ACK510,MBBS,9434893923,,10.7,RADIOLOGIST
9d0def63-ab67-4752-b917-d0ab2166539c,0bbf506d-973a-42f6-896f-270c78cdb37e,DR. USHA DEVI,REG_JK201PEK,MBBS DA,8155442436,,31.6,ANAESTHETIST
a14f2727-feb1-4d1b-b8c9-77a365f5cb00,0bbf506d-973a-42f6-896f-270c78cdb37e,DR. ARVIND KUMAR BIND,REG_3KZ8L4CB,MBBS DNB,7060776247,,20.7,GYNAECOLOGIST
23f57b8e-aae7-4fe0-81a8-716a73b37d49,a06311f6-0fa6-4dbe-817e-56f528a5e0ea,DR. RAVINDRA NATH,REG_V6BFP7ST,MBBS DA,7549993351,,13.0,GYNAECOLOGIST
268c3f0b-66d7-4527-9868-226f6364e91c,a06311f6-0fa6-4dbe-817e-56f528a5e0ea,DR. PUSHPA DEVI,REG_PZZS4XEK,MBBS DNB,9549042951,,31.3,PRIMARY_CLINICIAN
37bad1a1-9511-4624-8eb6-46825d7b0ab6,a06311f6-0fa6-4dbe-817e-56f528a5e0ea,DR. UMESH KUMAR VERMA,REG_LWR82D38,MBBS MS MCh,7040989543,,8.1,GYNAECOLOGIST
e083a1d4-dd6b-475a-87fc-76a1a851a16f,a06311f6-0fa6-4dbe-817e-56f528a5e0ea,DR. SANTOSH KUMAR JAISWAL,REG_YPQN1K21,MBBS DNB,9470225638,,6.5,PAEDIATRICIAN
1a14b16b-0ac4-46ef-9d78-a18692ed4e53,a06311f6-0fa6-4dbe-817e-56f528a5e0ea,DR. RAKESH KUMAR,REG_S925Y18Q,MBBS MS MCh,9628221451,,14.1,PRIMARY_CLINICIAN
1abd4b34-422c-4179-90f1-349a8258484f,a06311f6-0fa6-4dbe-817e-56f528a5e0ea,DR. RAJEEV KUMAR,REG_QUAUHBUR,MBBS MD DM,7966603803,,18.4,GYNAECOLOGIST
1714eef7-3bf6-4d44-ba3f-8498e92a531e,a06311f6-0fa6-4dbe-817e-56f528a5e0ea,DR. RAVI SHANKAR,REG_KVCLBHK3,MBBS MS,7800561349,,7.4,SURGEON
e592edeb-fd0d-4cdc-9d66-2db3abb98c3d,a06311f6-0fa6-4dbe-817e-56f528a5e0ea,DR. PUSHPA DEVI,REG_46QFX0SY,MBBS MD DM,7729465094,,10.7,GYNAECOLOGIST
f181de87-d0d9-46c8-a346-ec39dd785aaa,8be6a867-97dc-4986-87a7-81062f67660f,DR. SHANTI DEVI,REG_6MFSAFD4,MBBS MD DM,9803181362,,24.8,SURGEON
b322252b-ca3d-4b0a-a5e7-e157f7cbfd35,8be6a867-97dc-4986-87a7-81062f67660f,DR. POONAM DEVI,REG_W7RN059U,MBBS MD,9770451265,,33.3,PRIMARY_CLINICIAN
3857dadb-d7ed-48bf-a4ca-6150c549d7e0,8be6a867-97dc-4986-87a7-81062f67660f,DR. MUNNI DEVI,REG_43BUFH0Z,MBBS,9615007384,,16.3,GYNAECOLOGIST
0b389feb-e902-4805-8ac9-60d1d7c9aac9,8a53fac1-ab97-441b-b0ec-aa542b7d7a9a,DR. KIRAN DEVI,REG_XU6UUBNK,MBBS MS,9857919725,,29.0,SURGEON
87769d46-704a-4e50-bb2e-1fc4b779a53c,8a53fac1-ab97-441b-b0ec-aa542b7d7a9a,DR. PRIYA KUMARI,REG_42ACIWNL,MBBS MD DM,9746699240,,10.3,PAEDIATRICIAN
a57ca411-f73c-4bcc-a70b-f8a923fd8788,8a53fac1-ab97-441b-b0ec-aa542b7d7a9a,DR. KUSUM DEVI,REG_D7MUHXVL,MBBS DNB,7001937409,,18.6,GYNAECOLOGIST
ee54b344-ae92-4049-ae7a-0f0e50c7a87d,8a53fac1-ab97-441b-b0ec-aa542b7d7a9a,DR. ARVIND KUMAR,REG_7IJU02R2,MBBS MD DM,9822897814,,7.6,PAEDIATRICIAN
3492e7d2-c3b8-4e32-a3f5-465a8867ffb6,56dfac25-65ed-4c1e-8408-7fb3bdfedde1,DR. SAROJ DEVI,REG_CILD5GSP,MBBS MD DM,9878339238,,21.2,RADIOLOGIST
bae04810-46cd-4887-8fa9-555f8f510712,56dfac25-65ed-4c1e-8408-7fb3bdfedde1,DR. MUKESH KUMAR,REG_UUNSNL8K,MBBS DNB,7939344529,,16.1,SURGEON
096f3ac3-da43-4a55-8eec-1c00a2f3e8cf,56dfac25-65ed-4c1e-8408-7fb3bdfedde1,DR. BRIJESH KUMAR,REG_YKNQIIBQ,MBBS DA,9898773491,,18.2,SURGEON
de70a448-e647-4935-8a81-50dec5084b7f,b91a8a7c-bf98-4fba-8fb5-0f25465bb9f7,DR. CHAMELI DEVI,REG_7ISXQ2MO,MBBS,9853011196,,15.9,PRIMARY_CLINICIAN
18a3d19e-bb28-4563-b5e2-85cc4a008d8d,b91a8a7c-bf98-4fba-8fb5-0f25465bb9f7,DR. PUSHPA DEVI,REG_2R46QKPE,MBBS,7990248533,,26.4,PAEDIATRICIAN
7ae45e90-c10e-4be8-9247-5b7837ca6766,abe8fb59-9eeb-4a1b-ae32-281761671a90,DR. RAVINDRA NATH TIWARI,REG_KZFL79RX,MBBS DA,7896845643,,3.9,GYNAECOLOGIST
e634066f-42d9-459c-9b2d-c4277b7bf9ba,abe8fb59-9eeb-4a1b-ae32-281761671a90,DR. LAXMI DEVI,REG_3FXXKFDK,MBBS DNB,9412547517,,27.1,ANAESTHETIST
c140992e-5540-47a0-a636-23c5f1248f01,abe8fb59-9eeb-4a1b-ae32-281761671a90,DR. ARVIND KUMAR JAISWAL,REG_BAZANGUI,MBBS MD,7768232956,,9.9,GYNAECOLOGIST
5d05e2d9-9e0e-4563-8fb1-5e3e651f0f47,3e4a23d2-c449-4be3-9d75-c2d3f537e4c1,DR. SAVITRI DEVI,REG_HNDFPEOB,MBBS MD DM,9605985035,,22.2,GYNAECOLOGIST
b82322cf-0f5e-42d2-9c89-5603760dda7c,3e4a23d2-c449-4be3-9d75-c2d3f537e4c1,DR. MANJU DEVI,REG_HUJ4AZ80,MBBS,7720304736,,7.8,ANAESTHETIST
eabb8a3a-358e-4bec-bc71-e4bc28d2f6bb,3e4a23d2-c449-4be3-9d75-c2d3f537e4c1,DR. REKHA DEVI,REG_XTAKBS3A,MBBS MD DM,7941642662,,5.4,SURGEON
2ffd2210-f8bf-4767-a1b5-fb55a4c998b1,3e4a23d2-c449-4be3-9d75-c2d3f537e4c1,DR. SUMITRA DEVI,REG_OHOV6OT7,MBBS MD,7808199368,,6.0,GYNAECOLOGIST
2b4ab598-b4a1-485f-81fc-340a47a1cad3,7d3a6fb8-836e-477f-bed4-8e6b99ce006f,DR. MANJU DEVI,REG_1LZN2ZA4,MBBS MS MCh,7811989866,,19.9,RADIOLOGIST
c3f1f971-f7d2-4677-8e51-786113b74f4a,7d3a6fb8-836e-477f-bed4-8e6b99ce006f,DR. LEELA DEVI,REG_CPGC8KY8,MBBS DA,9599878490,,15.5,RADIOLOGIST
eb261a31-0618-47ea-b018-c52bb15db3c0,7d3a6fb8-836e-477f-bed4-8e6b99ce006f,DR. KAMLA DEVI,REG_4ZLL67GW,MBBS DNB,8199689779,,21.3,PAEDIATRICIAN
b773cb00-e01f-45ae-9be8-4fc829124f49,7d3a6fb8-836e-477f-bed4-8e6b99ce006f,DR. LAKHAN LAL KORI,REG_S4HQNQ9T,MBBS DNB,9852874109,,27.3,ANAESTHETIST
fe8d8fe3-5302-4f17-8264-e480c73655dd,7d3a6fb8-836e-477f-bed4-8e6b99ce006f,DR. MANOJ KUMAR PASI,REG_6JLEUQJI,MBBS,9619362568,,1.9,SURGEON
80d9a307-ac30-4cd4-a323-a10c86674660,8052c7d4-796f-4a16-92ad-b46246192b2d,DR. RAJESH KUMAR,REG_15NO75YK,MBBS,8192996765,,5.5,SURGEON
f167dc2d-93c1-4736-9f15-0998b3cc939b,8052c7d4-796f-4a16-92ad-b46246192b2d,DR. NIRMALA DEVI,REG_0P4XASJB,MBBS MD,9751363177,,23.9,SURGEON
abdeca5e-ce74-4f7b-8ed0-88cfde22cc00,8052c7d4-796f-4a16-92ad-b46246192b2d,DR. SARASWATI DEVI,REG_MZMOGWYA,MBBS MD DM,7712984557,,9.3,SURGEON
bd9746d5-58f8-4fc7-b4be-178a8977abbb,8052c7d4-796f-4a16-92ad-b46246192b2d,DR. DEVENDRA KUMAR NISHAD,REG_CSO9NOP7,MBBS DNB,7596940893,,28.5,SURGEON
d7b40a3c-e3d9-4224-861c-68adb97f6d1d,8052c7d4-796f-4a16-92ad-b46246192b2d,DR. SANTOSH KUMAR,REG_KITB87FC,MBBS MD DM,9407902606,,34.0,PRIMARY_CLINICIAN
920037c6-41f0-417b-9368-d5b604c6df55,4b1b09eb-7d1e-456b-b574-a77de98fd412,DR. SARASWATI DEVI,REG_32LFDFHC,MBBS DNB,9612949773,,29.6,GYNAECOLOGIST
1418f0a4-0a47-45aa-8e6e-02b1650ab8e7,4b1b09eb-7d1e-456b-b574-a77de98fd412,DR. MUKESH KUMAR,REG_DVR84SOL,MBBS MD DM,7919502812,,1.5,PRIMARY_CLINICIAN
e27fe787-f980-48f8-82ae-e800b72a1bd8,4b1b09eb-7d1e-456b-b574-a77de98fd412,DR. NIRMALA DEVI,REG_J5CH4SY6,MBBS MD,9758960252,,28.7,ANAESTHETIST
358a33a0-85df-4f0f-bee1-a88348a0d602,4b1b09eb-7d1e-456b-b574-a77de98fd412,DR. SUNITA DEVI,REG_VBU5E2HQ,MBBS DA,9459669111,,26.8,RADIOLOGIST
bdcd7735-5fe2-408b-8cf2-6a873bfeacf6,4b1b09eb-7d1e-456b-b574-a77de98fd412,DR. KIRAN DEVI,REG_VLI9R85U,MBBS DA,7608593639,,6.3,ANAESTHETIST
56dd149b-90d9-452b-93f0-9325c2e38c14,4b1b09eb-7d1e-456b-b574-a77de98fd412,DR. SHEELA DEVI,REG_WYCWJM2P,MBBS MS MCh,9815244042,,3.6,SURGEON
c16b7e38-3986-4946-b7bd-6e6cab24dc8c,4b1b09eb-7d1e-456b-b574-a77de98fd412,DR. CHAMELI DEVI,REG_SJ19LHQJ,MBBS MD,7676871547,,32.7,SURGEON
4e640c44-3ac7-46c8-9da6-e19647b2329e,4b1b09eb-7d1e-456b-b574-a77de98fd412,DR. AMIT KUMAR,REG_YLUL4E36,MBBS MS MCh,7609900820,,20.2,ANAESTHETIST
b272e0d4-b344-4d2f-99a9-9b2dbc561b5c,9cd9e31f-ab3a-44f0-b283-69eed7aab7d7,DR. USHA DEVI,REG_ABYMZB7Z,MBBS DNB,7892426120,,3.6,GYNAECOLOGIST
c7554b8b-6fe8-4826-950c-8d0257e4e660,9cd9e31f-ab3a-44f0-b283-69eed7aab7d7,DR. AMIT KUMAR,REG_1KWLJ4N9,MBBS MS MCh,7031383161,,28.7,SURGEON
c349fc41-26d0-4f58-a579-f647cb89180b,9cd9e31f-ab3a-44f0-b283-69eed7aab7d7,DR. VIVEK KUMAR,REG_8LR32D9E,MBBS MD DM,7843677241,,9.4,GYNAECOLOGIST
a7c55e8e-b14a-418e-ade0-a524275beccb,9cd9e31f-ab3a-44f0-b283-69eed7aab7d7,DR. LAXMI DEVI,REG_F01UK73I,MBBS,8002551611,,33.2,PAEDIATRICIAN
ed2a7c03-789f-4e43-b6ad-b0c53b3035ea,b2a30819-9db4-4966-a064-579a464507bd,DR. SHIV KUMAR SHARMA,REG_VV04P7C8,MBBS DNB,7691006903,,27.9,ANAESTHETIST
bf79c370-f84d-4b52-955c-951200a082a1,b2a30819-9db4-4966-a064-579a464507bd,DR. NIRMALA DEVI,REG_EU6CGRHY,MBBS MD DM,7611523505,,18.4,PRIMARY_CLINICIAN
3ca4b4e4-d523-4ba3-b29d-3507e152130e,b2a30819-9db4-4966-a064-579a464507bd,DR. SUMITRA DEVI,REG_3WSL1TE8,MBBS DA,8123013419,,7.1,RADIOLOGIST
7c73c485-a917-4253-b5a8-100f42b684fb,b2a30819-9db4-4966-a064-579a464507bd,DR. RAJESH KUMAR DUBEY,REG_PTD9B2QJ,MBBS MS,7909460983,,9.8,GYNAECOLOGIST
9ca370ec-64a3-42dc-a269-a14a4978e82d,b2a30819-9db4-4966-a064-579a464507bd,DR. ANIL KUMAR DUBEY,REG_55CX5NAX,MBBS DNB,7817954434,,7.3,SURGEON
77a2cde4-fafa-4b7a-9c23-72038d9a8584,b2a30819-9db4-4966-a064-579a464507bd,DR. SARASWATI DEVI,REG_GYGI6R8N,MBBS MD DM,8156219774,,32.3,RADIOLOGIST
d37f9e52-02e3-443b-a9af-3d7b8a6b3932,b2a30819-9db4-4966-a064-579a464507bd,DR. REKHA DEVI,REG_SWSD25MM,MBBS MD,9639854578,,8.5,SURGEON
a5a10a81-612e-461d-b8fa-277fee06f147,b2a30819-9db4-4966-a064-579a464507bd,DR. MANOJ KUMAR,REG_QOJKGM2V,MBBS MS,7558505021,,14.8,RADIOLOGIST
f38863c5-200f-4e94-967e-594dd88bfcab,d19a4547-c47c-478a-a5ea-fb32f81f238a,DR. RANI DEVI,REG_P5BZ0DNO,MBBS MD DM,7792703113,,8.2,GYNAECOLOGIST
a8295056-688e-440a-9b1f-ea188dc5182d,d19a4547-c47c-478a-a5ea-fb32f81f238a,DR. MEENA DEVI,REG_M65LK3UK,MBBS MS,8176152840,,9.6,PAEDIATRICIAN
7e83493e-99bd-4921-a0e5-231e46e5c539,d19a4547-c47c-478a-a5ea-fb32f81f238a,DR. MUNNI DEVI,REG_BJGUW1RO,MBBS DA,7712046266,,31.8,PRIMARY_CLINICIAN
86675485-014c-4810-9a7e-7d852e81aff2,d19a4547-c47c-478a-a5ea-fb32f81f238a,DR. SANTOSHI DEVI,REG_87MBA3IQ,MBBS MS,8190247065,,9.8,GYNAECOLOGIST
9d3ae80a-b647-4eb1-b5ed-b43fb66895d6,639ffc2d-ecdf-44b8-9943-60faac4ee622,DR. GULABO DEVI,REG_VP4ER2DR,MBBS DA,8159658331,,19.2,RADIOLOGIST
5a7a3a65-3a0e-46f0-b0a6-4472114abdb5,639ffc2d-ecdf-44b8-9943-60faac4ee622,DR. SANJAY KUMAR KORI,REG_QYX2J3D8,MBBS MS MCh,9669345546,,22.3,GYNAECOLOGIST
fd96d0f0-a494-4eaf-9337-b368d6846adb,639ffc2d-ecdf-44b8-9943-60faac4ee622,DR. BRIJESH KUMAR,REG_KBZOX0RY,MBBS DNB,9440928549,,27.4,ANAESTHETIST
d2a43dcb-5469-4ee4-a5f2-91108b8523f8,639ffc2d-ecdf-44b8-9943-60faac4ee622,DR. VIJAY KUMAR RAJBHAR,REG_RPP06KC5,MBBS DNB,9670684731,,22.1,PRIMARY_CLINICIAN
f882ecaf-5c6d-40ba-a86c-d3de6282acd2,639ffc2d-ecdf-44b8-9943-60faac4ee622,DR. SHEELA DEVI,REG_D8N7GX3E,MBBS MD,7080676991,,16.2,PAEDIATRICIAN
1c135f3a-1654-4bc7-a643-48a9d9c74fb1,639ffc2d-ecdf-44b8-9943-60faac4ee622,DR. SUSHIL KUMAR,REG_Q43YSSGM,MBBS MS,9669183694,,34.5,PRIMARY_CLINICIAN
9e3989e5-4873-4ae7-b947-b792f42de2fa,639ffc2d-ecdf-44b8-9943-60faac4ee622,DR. AMIT KUMAR SINGH,REG_ZAS6FUQQ,MBBS DNB,7546118272,,20.1,SURGEON
c0852ee7-1536-4dac-97a7-4c1876faeac3,639ffc2d-ecdf-44b8-9943-60faac4ee622,DR. PREM SHANKAR,REG_5KIR8MRY,MBBS MS MCh,7565593155,,13.4,GYNAECOLOGIST
a53729a9-1a46-49e9-aaca-6fca48437bba,89f423a1-3966-48f9-815b-958a153a94ff,DR. RAMESH CHANDRA TIWARI,REG_EAUKIFP4,MBBS DA,7942212936,,24.7,ANAESTHETIST
dc7cbc5a-a548-4217-8894-27e41f9f5f93,89f423a1-3966-48f9-815b-958a153a94ff,DR. RAMESH CHANDRA,REG_8T7AD6DD,MBBS MD,7521526049,,7.4,ANAESTHETIST
